mw_L	e	k1_slp1	root_iast	verb_type	classes	whitney_anchor	westergaard
224466	1	SvAtr	śvātr	root	1P		
224480	1	Svi	śvi	genuineroot	1P	SU,175	1
224494	1	Svit	śvit	root	1Ā	Svit,181	1
224875	1	Svind	śvind	root	1		1
224899	1	zag	ṣag	root	0		
224899.1	1	zaG	ṣagh	root	0		
224899.2	1	zac	ṣac	root	0		
224902	1	zaww	ṣaṭṭ	root	10P		
224917	2	zaRqaya	ṣaṇḍaya	root			
224924	2	zaRqIya	ṣaṇḍīya	root			
225508	1	zazk	ṣaṣk	root	1P		
225553	1	zukk	ṣukk	root	1Ā		1
225563	1	zWiv	ṣṭhiv	genuineroot	1,4P	zWIv,181	1
225581	1	zvakk	ṣvakk	root	1Ā		
225582	1	zvazk	ṣvaṣk	root	1P,1Ā		1
227100	1	saMst	saṃst	root	0		
227845	1	sakz	sakṣ	root	1P	sakz,182	
227851	1	saK	sakh	root			
227853	1	sag	sag	root	1		1
227922	1	saG	sagh	root	5P	saG,182	1
228852	1	sac	sac	genuineroot	1Ā,1P	sac,182	1
228908	1	sac	sac	root	0		
229022	1	sajj	sajj	root	1P		1
229049	2	sajjIya	sajjīya	root	0Ā		
229058	1	saYc	sañc	root	0		
229217	1	saYj	sañj	root	1P		1
229218	1	saYj	sañj	genuineroot	1P,1Ā	saj,182	1
229447	1	saw	saṭ	root	1P,10		1
229463	1	saww	saṭṭ	root	10P		1
229472	1	saW	saṭh	root	10P		1
230482	1	satr	satr	root	10Ā		1
230505	1	sad	sad	genuineroot	1,6P	sad,183	1
231023	1	san	san	genuineroot	1P,8P,8Ā	san,183	1
232210	1	sap	sap	genuineroot	1P,1Ā	sap,184	1
232980	1	saBAj	sabhāj	root	10P		1
232986	1	sam	sam	root	1P,10P		1
233271	2	samaya	samaya	root	0P		
236744	1	samb	samb	root	0		
236788	1	sambarya	sambarya	root			
237404	1	say	say	root	1Ā		1
237906	1	sarj	sarj	root	1P	sarj,184	
237907	1	sarj	sarj	root	1P		1
238104	1	sarb	sarb	root	1P		1
238106	1	sarv	sarv	root	0		
239282	1	sal	sal	root	1P		1
239781	1	saSc	saśc	root	0		
239787	1	sas	sas	genuineroot	2P	sas,184	1
239967	1	sah	sah	genuineroot	1Ā,10	sah,184	1
240101	1	sah	sah	root	4P		1
240851	1	sA	sā	root			
241011	1	sAkz	sākṣ	root	1P		
241357	1	sAw	sāṭ	root	10P		
241374	1	sAt	sāt	root			
241500	1	sAD	sādh	genuineroot	1P,1Ā,4,5	sAD,185	1
241986	1	sAntv	sāntv	genuineroot	10P,10Ā		1
242187	1	sAm	sām	root			
242233	2	sAmaya	sāmaya	root	10P		1
242607	1	sAmb	sāmb	root	0		
243722	1	si	si	genuineroot	5,9P,9Ā	sA1,185	1
244005	1	sik	sik	root			
244032	1	sic	sic	genuineroot	6P,6Ā	sic,186	1
244057	1	siw	siṭ	root	1P		1
244297	1	siD	sidh	root	1P		1
244298	1	siD	sidh	genuineroot	1P	siD1,186	1
244301	1	siD	sidh	genuineroot	4P	siD2,186	1
244920	1	sinv	sinv	root			
244933	1	siB	sibh	root	0		
244938	1	simasimAya	simasimāya	root	0Ā		
244939	2	simisimAya	simisimāya	root	0Ā		
244996	1	siv	siv	genuineroot	4P	sIv,187	1
245038	1	sI	sī	root	0		
245095	1	sIk	sīk	root	0		
245236	1	su	su	root	1P,1Ā		1
245237	1	su	su	root	1,2P	sU,188	1
245241	1	su	su	genuineroot	5P,5Ā		1
245287	1	su	su	root	0		
245610	1	suK	sukh	root	10,4P		1
246351	1	suww	suṭṭ	root	10P		1
247217	1	sund	sund	root			
248170	1	suB	subh	root	9,6P,1	suB,188	1
248502	1	sumB	sumbh	root	0		
249254	1	sur	sur	root	6P,10P		1
250630	1	suh	suh	genuineroot	4P		1
250729	1	sU	sū	genuineroot	6P,6Ā	sU,188	1
250739	1	sU	sū	genuineroot	2Ā	sU,188	1
250993	1	sUc	sūc	root	10P		1
251184	1	sUtr	sūtr	root	10P		1
251301	1	sUd	sūd	genuineroot	1Ā,10	sUd,188	1
251816	1	sUrkz	sūrkṣ	root	1P	sUrkz,189	1
251832	1	sUz	sūṣ	root	1P		1
251838	1	sf	sṛ	genuineroot	1,3P,3Ā,10P,10Ā	sf,189	1
251924	1	sfj	sṛj	genuineroot	6P,6Ā	sfj,189	1
252007	1	sfD	sṛdh	root	0		
252008	1	sfp	sṛp	genuineroot	1P	sfp,190	1
252034	1	sfB	sṛbh	root	1P		1
252038	1	sF	sṝ	root	9P		1
252041	1	se	se	root	0Ā		
252045	1	sek	sek	root	1Ā		1
252253	1	sel	sel	root	0		
252262	1	sev	sev	genuineroot	1Ā	sev,190	1
252381	1	sE	sai	root	1P		1
252524	1	so	so	genuineroot	4P		1
254077	1	skand	skand	genuineroot	1P,1Ā	skand,190	1
254159	1	skanD	skandh	root	10P		
254241	1	skamB	skambh	genuineroot	5,9P,1Ā	skamB,191	1
254257	1	sku	sku	genuineroot	5,9P,9Ā	sku,191	1
254259	1	skund	skund	root	1Ā		1
254260	1	skumB	skumbh	root	5,9P		1
254267	1	sKad	skhad	root	1Ā		1
254272	1	sKal	skhal	genuineroot	1P	sKal,191	1
254305	1	sKuq	skhuḍ	root			
254306	1	stak	stak	root	1P		1
254307	1	stan	stan	genuineroot	1P	stan,191	1
254431	1	stam	stam	root	0		
254463	1	stamB	stambh	genuineroot	5,9P,1Ā	stamB,192	1
254590	1	stiG	stigh	genuineroot	5P,5Ā	stiG,192	1
254591	1	stip	stip	root	1Ā		1
254599	1	stim	stim	root	4P	stim,192	1
254621	1	stIm	stīm	root	0		
254632	1	stu	stu	genuineroot	2P,2Ā	stu1,193	1
254797	1	stuc	stuc	root	1Ā		1
254799	1	stuB	stubh	genuineroot	1P,1Ā	stuB,193	1
254821	1	stumB	stumbh	root	5,9P		1
254826	1	stUp	stūp	root	4,10P		1
254842	1	stf	stṛ	genuineroot	5,9P,9Ā,5P,5Ā	stf,193	1
254868	1	stfkz	stṛkṣ	root	1P		1
254870	1	stfh	stṛh	root	6P	stfh,193	1
254872	1	sten	sten	root	10P		1
254882	1	step	step	root	1Ā,10P		1
254884	1	stE	stai	root	1P	stA,192	1
254903	1	stom	stom	root			
254911	1	styE	styai	root	1P,1Ā	styA,194	1
255154	1	sTag	sthag	genuineroot	1P	sTag,193	1
255204	1	sTal	sthal	root	1P		1
255316	1	sTA	sthā	genuineroot	1P,1Ā	sTA,194	1
255900	1	sTir	sthir	root	1P		
255907	1	sTuq	sthuḍ	root	6P		1
255910	1	sTU	sthū	root			
256003	1	sTUl	sthūl	root	10Ā,10P		1
256198	1	snas	snas	root	0		
256200	1	snA	snā	genuineroot	2P,4P,4Ā	snA,195	1
256297	1	sniw	sniṭ	root	10P		1
256298	1	snih	snih	genuineroot	4P,1P,10P	snih,195	1
256456	1	snu	snu	genuineroot	2P	snu,195	1
256467	1	snuc	snuc	root	1Ā		
256474	1	snus	snus	root	4P		1
256475	1	snuh	snuh	root	4P		1
256486	1	snE	snai	root	1P		1
256488	1	spand	spand	genuineroot	1Ā	spand,196	1
256521	1	sparD	spardh	genuineroot	1Ā,1P	spfD,196	1
256547	1	sparS	sparś	root	0		
256549	1	sparz	sparṣ	root	1Ā		
256550	1	spaS	spaś	genuineroot		paS1,95	
256581	1	spaS	spaś	root	1P,1Ā		1
256584	1	spaS	spaś	root	10P		1
256588	1	spf	spṛ	genuineroot	5P	spf,196	1
256602	1	spfS	spṛś	genuineroot	6P	spfS,196	1
256712	1	spfh	spṛh	genuineroot	10P	spfh,197	1
256737	1	spF	spṝ	root	9P		1
256740	1	sPaw	sphaṭ	root	1P,10P	sPaw,197	1
256784	1	sPaRw	sphaṇṭ	root			
256785	1	sPaRq	sphaṇḍ	root	10P		1
256786	1	sPar	sphar	root	6P		
256804	1	sPal	sphal	root	1P	sPal,197	
256812	1	sPAy	sphāy	genuineroot	1Ā	sPA,197	1
256854	1	sPiw	sphiṭ	root	10P		1
256856	1	sPiww	sphiṭṭ	root	10P		1
256860	1	sPuw	sphuṭ	genuineroot	6P,1P,1Ā	sPuw,197	1
256961	1	sPuww	sphuṭṭ	root	10P		1
256962	1	sPuq	sphuḍ	root	6P		1
256963	1	sPuRw	sphuṇṭ	root	1P,10P		1
256964	1	sPuRq	sphuṇḍ	root	1Ā,10P		1
256968	1	sPur	sphur	genuineroot	6P	sPf,198	1
257014	1	sPurC	sphurch	root	0		
257014.1	1	sPurj	sphurj	root	0		
257015	1	sPul	sphul	genuineroot	6P		1
257027	1	sPUrC	sphūrch	root	1P		1
257031	1	sPUrj	sphūrj	root	1P	sPUrj,198	1
257060	1	sbF	sbṝ	root	0		
257075	1	smi	smi	genuineroot	1Ā	smi,198	1
257109	1	smiw	smiṭ	root	10P		1
257110	1	smIl	smīl	root	0		
257112	1	smf	smṛ	genuineroot	1P,1Ā	smf,199	1
257403	1	syand	syand	genuineroot	1Ā	syand,199	1
257458	1	syam	syam	root	1P,10P,10Ā		1
257528	1	sraMs	sraṃs	genuineroot	1Ā	sraMs,199	1
257563	1	sraMh	sraṃh	root	1Ā		1
257567	1	sraNk	sraṅk	root	0		
257602	1	sramB	srambh	root	0		
257614	1	sriD	sridh	root	1P	sriD,200	
257616	1	sriB	sribh	root	1P		1
257618	1	sriv	sriv	genuineroot	4P	srIv,200	1
257621	1	sru	sru	genuineroot	1P	sru,200	1
257769	1	sruh	sruh	root			
257770	1	srek	srek	root	1Ā		1
257772	1	srE	srai	root	0		
258748	1	svaNg	svaṅg	root	1P		1
258776	1	svaj	svaj	genuineroot	1Ā	svaj,200	1
258785	1	svaW	svaṭh	root	0		1
258787	1	svad	svad	genuineroot	1Ā,1P	svad,201	1
258909	1	svan	svan	genuineroot	1P	svan,201	1
258948	1	svap	svap	genuineroot	2P	svap,201	1
259078	1	svar	svar	root	10P		1
259079	1	svar	svar	root	1P		
259408	1	svart	svart	root	0		
259410	1	svard	svard	root	1Ā		1
259490	1	svask	svask	root	0		
259802	1	svid	svid	genuineroot	1Ā,1P	svid,202	1
259867	1	svUrC	svūrch	root			
259868	1	svf	svṛ	genuineroot	1P	svar,201	1
260011	1	svF	svṝ	root	0		
260012	1	svek	svek	root			
260227	1	haw	haṭ	root	1P		1
260241	1	haW	haṭh	root	1P		1
260291	1	had	had	genuineroot	1P,1Ā	had,202	1
260297	1	han	han	genuineroot	2P,2Ā,1	han,202	1
260557	1	hamm	hamm	root	1P		1
260560	1	hay	hay	root	1P		1
261643	1	hary	hary	genuineroot	1P,1Ā		1
261758	1	hal	hal	root	1P		1
262056	1	has	has	genuineroot	1P	has,203	1
262501	1	hA	hā	genuineroot	3Ā	hA2,204	1
262507	1	hA	hā	genuineroot	3P,1	hA1,204;hA2,204	1
262717	1	hi	hi	genuineroot	5P,5Ā	hi,205	1
262731	1	hiMs	hiṃs	genuineroot	1,7P,7Ā,10P	hiMs,205	1
262789	1	hikk	hikk	root	1P,1Ā	hikk,205	1
262838	1	hiw	hiṭ	root	0		
262850	1	hiRq	hiṇḍ	root	1Ā	hiRq,205	1
262947	1	hinv	hinv	root	0		
263382	1	hil	hil	root	6P		1
263401	1	hizk	hiṣk	root	0		
263406	1	hIq	hīḍ	genuineroot	0P,0Ā	hIq,206	
263443	1	hu	hu	genuineroot	3P,3Ā	hu,206	1
263507	1	huq	huḍ	root	6P,1P		1
263529	1	huRq	huṇḍ	root	1Ā		1
263569	1	hurC	hurch	root	1P	hUrC,207	1
263577	1	hul	hul	root	1P		1
263608	1	hUq	hūḍ	root	1P		1
263626	1	hf	hṛ	genuineroot	1P,1Ā	hf1,207	1
263654	1	hf	hṛ	genuineroot	9Ā	hf2,207	
263655	2	hfRAya	hṛṇāya	root			
263915	1	hfz	hṛṣ	genuineroot	1P,1Ā,4P	hfz,208	1
263975	1	heW	heṭh	root	1P,1Ā,9P	heW,208	1
263977	1	heq	heḍ	root	1Ā,1P	hIq,206	1
263989	1	heQ	heḍh	root	9P		
264383	1	hel	hel	root			
264415	1	hez	heṣ	genuineroot	1Ā	hez,208	1
264470	1	hoq	hoḍ	root	1Ā		1
264639	1	hOq	hauḍ	root			
264643	1	hnu	hnu	genuineroot	2Ā	hnu,208	1
264650	1	hmal	hmal	root	1P		1
264662	1	hrag	hrag	root	1P		1
264680	1	hrap	hrap	root	0		
264681	1	hras	hras	genuineroot	1P,1Ā	hras,208	1
264747	1	hrAd	hrād	genuineroot	1Ā	hrAd,209	1
264772	1	hrI	hrī	genuineroot	3P	hrI,209	1
264801	1	hrIC	hrīch	root	1P		1
264806	1	hru	hru	root	9P	hvf,210	
264809	1	hruq	hruḍ	root	1P,1Ā		1
264814	1	hrep	hrep	root	1Ā		1
264815	1	hrez	hreṣ	genuineroot	1Ā,1P	hrez,209	1
264821	1	hrOq	hrauḍ	root	1P		1
264823	1	hlag	hlag	genuineroot	1Ā		1
264825	1	hlap	hlap	root	10P		1
264826	1	hlas	hlas	root	1P		1
264827	1	hlAd	hlād	genuineroot	1Ā	hlAd,209	1
264858	1	hval	hval	genuineroot	1P	hval,209	1
264863	1	hvf	hvṛ	genuineroot	1P,1Ā	hvf,210	1
264875	1	hve	hve	genuineroot	1P,1Ā	hU,206	1
