L_id	headword	headword_slp1	root	root_slp1	root_via	root_class	root_canonical	prefixes	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	deriv_type	parse	context
118797	pariśudh	pariSuD	śudh	SuD	parse	1P,1Ā,4P,4Ā	Y	pari							prefix+root	pari+SuD	pari-√ SuD ¦ P. Ā. -SuDyati, ˚te, to be washed off, become clean or purified, Subh.;  (Ā.) to purify or justify one's se
118802	pariśuddhi	pariSudDi	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		pari-SudDi ¦ f. complete purification or justification, acquittal (˚DiM-√ kf, to prove one's innocence), Ragh.; Bālar.;
118807	pariśubh	pariSuB	śubh	SuB	parse	1Ā,6P,6Ā	Y	pari							prefix+root	pari+SuB	pari-√ SuB ¦ (SumB) P. -Su/mBati, to prepare, AV.;  Ā. -SoBate, to shine, be bright or beautiful, MBh.
118811	pariśuṣ	pariSuz	śuṣ	Suz	parse	4P	Y	pari							prefix+root	pari+Suz	pari-√ Suz ¦ P. Ā. -Suzyati, ˚te, to be thoroughly dried up, to shrivel, wither (lit. and fig.), pine, waste away, MBh.;
118816	pariśoṣa	pariSoza	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		pari-Soza ¦ m. complete dryness, desiccation, evaporation (˚zaM-√ gam, to become dry or thin), R.; Suśr.
118824	pariśṝ	pariSF	śṝ	SF	parse	9P,9Ā	Y	pari							prefix+root	pari+SF	pari-√ SF ¦ Pass. -SIryate (ep. also ˚ti), to be cleft or rent asunder, to be split, MBh.
118825	pariśram	pariSram	śram	Sram	parse	4P	Y	pari							prefix+root	pari+Sram	pari-√ Sram ¦ (only ind.p. -Sramya), to fatigue or exert one's self, R. : Caus. -Sramayati, to fatigue, tire, Naiṣ.
118833	pariśri	pariSri	śri	Sri	parse	1P,1Ā	Y	pari							prefix+root	pari+Sri	pari-√ Sri ¦ P. -Srayati (ind.p. -Sritya; Ved. inf. pa/ri-SrayitavE/), to surround, encircle, fence, enclose, TS.; Br.;
118844	pariśru	pariSru	śru	Sru	parse	5P,5Ā	Y	pari							prefix+root	pari+Sru	pari-√ Sru ¦ P. -SfRoti (ind.p. -Srutya), to hear, learn, understand, R.
118855	pariṣañj	parizaYj	sañj	saYj	parse	1P	Y	pari							prefix+root	pari+saYj	pari-zaYj ¦ (√ saYj) P. -zajati, Pāṇ. viii, 3, 63, Sch.;  Ā. -sajjate, to have one's mind fixed on, be attached or devot
118859	pariṣad	parizad	sad	sad	parse	1,6P	Y	pari							prefix+root	pari+sad	pari-zad ¦ (√ sad) P. -zadati, RV.;  -zIdati, AV.; MBh. (C. also -sIdati); to sit round, besiege, beset, RV.; AV.; Kauś.
118873	pariṣah	parizah	sah	sah	parse	1Ā,10	Y	pari							prefix+root	pari+sah	pari-zah ¦ (√ sah) Ā. -zahate (impf. pary-azahata or -asahata; fut. pari-soQA [Vop. -zahitA]; inf. -soQum, Pāṇ. viii, 3,
118875	pariṣic	parizic	sic	sic	parse	6P,6Ā	Y	pari							prefix+root	pari+sic	pari-zic ¦ (√ sic) P. -ziYcati (impf. pary-aziYcat, Pāṇ. viii, 3, 63; ind.p. -siYcitvA [!], SaddhP.; Pass. pr. p. -zicya
118882	pariṣidh	pariziD	sidh	siD	parse	1P	Y	pari							prefix+root	pari+siD	pari-ziD ¦ (√ siD) P. -zeDati (impf. pary-azeDat), Pāṇ. viii, 3, 63; 65, Sch.: Desid. -zizeDayizati, 64, Sch. (cf. pari-
118883	pariṣiv	pariziv	siv	siv	parse	4P	Y	pari							prefix+root	pari+siv	pari-ziv ¦ (√ siv) P. -zIvyati (impf. pary-azIvyat, Pāṇ. viii, 3, 70), to sew round, wind round, KātyŚr.: Caus. aor. par
118885	pariṣu	parizu						pari su							compound	pari+su	pari-√ 3. zu ¦ P. -zuRoti, (impf. pary-azuRot fut. pari-sozyati), Pāṇ. viii, 3, 63 &c. Sch.
118886	pariṣū	parizU	sū	sU	parse	6P,6Ā	Y	pari							prefix+root	pari+sU	pari-zU ¦ (√ 1. sU) P. -zuvati (impf. pary-azuvat), Pāṇ. viii, 3, 63; 65, Sch.;  -zOti, to grasp, bunch together (?), Āp
118892	pariṣev	parizev	sev	sev	parse	1Ā	Y	pari							prefix+root	pari+sev	pari-zev ¦ (√ sev) Ā. -zevate (impf. pary-azevata; pf. pari-zizeva, Pāṇ. viii, 3, 63 &c.; but there occurs also -sevate
118893	pariṣo	parizo	so	so	parse	4P	Y	pari							prefix+root	pari+so	pari-zo ¦ (√ so) P. -zyati, Pāṇ. viii, 3, 65, Sch.
118897	pariṣkand	parizkand	skand	skand	parse	1P,1Ā	Y	pari							prefix+root	pari+skand	pari-zkand ¦ (√ skand) P. -zkandati, or -skandati (Pāṇ. viii, 3, 74), to leap or spring about, Bhaṭṭ. : Intens. -canizka
118902	pariṣkṛ	parizkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	pari							prefix+root	pari+kf	pari-z-√ kf ¦ (z for s inserted, or perhaps original in a √ skf = √ 1. kf cf. upa-skf and saM-s-kf) P. -kfRoti (3. pl. -
118915	pariṣṭambh	parizwamB	stambh	stamB	parse	5,9P,1Ā	Y	pari							prefix+root	pari+stamB	pari-zwamB ¦ (√ stamB) P. -zwaBnoti or -zwaBnAti (Caus. aor. pary-astamBat), Pāṇ. viii, 3, 67; 116, Sch.
118917	pariṣṭu	parizwu	stu	stu	parse	2P,2Ā	Y	pari							prefix+root	pari+stu	pari-zwu ¦ (√ stu) P. -zwOti (impf. pary-azwOt, or -astOt, Pāṇ. viii, 3, 70), to praise, Kām.
118923	pariṣṭubh	parizwuB	stubh	stuB	parse	1P,1Ā	Y	pari							prefix+root	pari+stuB	pari-zwuB ¦ (√ stuB) P. -zwoBati (Pāṇ. viii, 3, 63; 65), to cry or exult on every side, RV.; TāṇḍBr.
118927	pariṣṭhā	parizWA	sthā	sTA	parse	1P,1Ā	Y	pari							prefix+root	pari+sTA	pari-zWA ¦ (√ sTA) P. Ā. -tizWati, ˚te (pf. -tazWO; fut. -zWAsyati, Pāṇ. viii, 3, 64., Sch.; 3. pl. pf. -tasTuH, RV.; Pa
118937	pariṣvaj	parizvaj	svaj	svaj	parse	1Ā	Y	pari							prefix+root	pari+svaj	pari-zvaj ¦ (√ svaj, svaYj) Ā. -zvajate, rarely P. ˚ti (impf. pary-azvajata, or -asvajata, Pāṇ. viii, 3, 65; 70; pr.p. -
118948	pariṣvan	parizvan	svan	svan	parse	1P	Y	pari							prefix+root	pari+svan	pari-zvan ¦ (√ svan), only Intens. -sanizvaRat to sound, whiz, RV. viii, 69, 9.
118950	parisaṃlih	parisaMlih	lih	lih	parse	2P,2Ā	Y	pari sam							prefix+root	pari+sam+lih	pari-saM-√ lih ¦ P. -leQi (pr. p. -lihat), to lick all round, lick over, lick, MBh.
118954	parisaṃvad	parisaMvad	vad	vad	parse	1P,1Ā	Y	pari sam							prefix+root	pari+sam+vad	pari-saM-√ vad ¦ P. -vadati, to speak together about, agree with regard to (acc.), MBh.
118957	parisaṃstambh	parisaMstamB	stambh	stamB	parse	5,9P,1Ā	Y	pari sam							prefix+root	pari+sam+stamB	pari-saM-√ stamB ¦ (only ind.p. -staBya), to strengthen, comfort, MārkP.
118958	parisaṃstu	parisaMstu	stu	stu	parse	2P,2Ā	Y	pari sam							prefix+root	pari+sam+stu	pari-saM-stu ¦ (only Pass. pr. p. -stUyamAna), to praise, celebrate, MBh.
118959	parisaṃstṛ	parisaMstf	stṛ	stf	parse	5,9P,9Ā,5P,5Ā	Y	pari sam							prefix+root	pari+sam+stf	pari-saM-√ stf ¦ (only ind.p. -stIrya), to spread i.e. kindle a fire at different places, MBh.
118962	parisaṃspṛś	parisaMspfS	spṛś	spfS	parse	6P	Y	pari sam							prefix+root	pari+sam+spfS	pari-saM-√ spfS ¦ P. -spfSati, to touch at different places, stroke, MBh.; R.
118963	parisaṃhā	parisaMhA	hā	hA	parse	3Ā	Y	pari sam							prefix+root	pari+sam+hA	pari-saM-√ 2. hA ¦ (only pr. p. -ji/hAna), to start or spring from (abl.), RV. vii, 33, 10.
118966	parisaṃkrīḍ	parisaMkrIq	krīḍ	krIq	parse	1P,1Ā	Y	pari sam							prefix+root	pari+sam+krIq	pari-saM-√ krIq ¦ P. -krIqati, to play about, amuse one's self, R.
118967	parisaṃkṣip	parisaMkzip	kṣip	kzip	parse	6P,6Ā,4P,4Ā	Y	pari sam							prefix+root	pari+sam+kzip	pari-saM-√ kzip ¦ P. -kzipati, to encompass, surround, R.
118968	parisaṃkhyā	parisaMKyA	khyā	KyA	parse	2P,2Ā	Y	pari sam							prefix+root	pari+sam+KyA	1. pari-saM-√ KyA ¦ P. -KyAti (inf. KyAtum), to count, enumerate, ŚāṅkhŚr.; Mn.; MBh.; to limit to a certain number, Kāt
118977	parisaṃcakṣ	parisaMcakz	cakṣ	cakz	parse	2Ā,2P	Y	pari sam							prefix+root	pari+sam+cakz	pari-saM-√ cakz ¦ (only 3. pl. pr. -cakzate), to enumerate, Gobh.; to avoid (see next).
118983	parisaṃtap	parisaMtap	tap	tap	parse	4Ā	Y	pari sam							prefix+root	pari+sam+tap	pari-saM-√ tap ¦ (only ind.p. -tapya), to be tormented or afflicted, R.
118988	parisamāp	parisamAp	āp	Ap	parse	5P,5Ā	Y	pari sam							prefix+root	pari+sam+Ap	pari-sam-√ Ap ¦ Pass. -Apyate, to be fully completed, arrive at completion, BhP.; to be contained in (loc.), Bhag.; to r
118997	parisamūh	parisamUh	ūh	Uh	parse	1P,1Ā	Y	pari sam							prefix+root	pari+sam+Uh	pari-sam-√ 1. Uh ¦ P. Ā. -Uhati, ˚te, to heap or sweep together, ŚBr.; GṛŚrS.
119000	parisame	parisame	i	i	parse	2P,2Ā	Y	pari sam ā							prefix+root	pari+sam+A+i	pari-same ¦ (-sam-A-√ i), to go back to (acc.), BhP.
119001	parisambhū	parisamBU	bhū	BU	parse	1P,1Ā	Y	pari sam							prefix+root	pari+sam+BU	pari-sam-√ BU ¦ (only 3. pl. pf. -baBUvu/H), to arise, spring, be produced from (abl.), AV.
119004	parisādh	parisAD	sādh	sAD	parse	1P,1Ā,4,5	Y	pari							prefix+root	pari+sAD	pari-√ sAD ¦ Caus. -sADayati, to overpower, subject, Hariv.; Kām.; to settle, arrange, Mn. viii, 187 ; to prepare (food)
119007	parisāntv	parisAntv	sāntv	sAntv	parse	10P,10Ā	Y	pari							prefix+root	pari+sAntv	pari-√ sAntv ¦ (also written SAntv), Caus. -sAntvayati, ˚te (ind.p. -sAntvya), to console, comfort, conciliate, MBh.; R.
119014	parisidh	parisiD	sidh	siD	parse	1P	Y	pari							prefix+root	pari+siD	pari-√ siD ¦ Caus. -seDayati, to drive about (cows), Pāṇ. viii, 3, 113, Kāś. (cf. pari-ziD).
119018	parisṛ	parisf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	pari							prefix+root	pari+sf	pari-√ sf ¦ P. -sarati (pf. -sasAra, -sasruH; ind.p. -sftya), to flow or go round, circumambulate (acc.), RV. &c. &c.; t
119039	parisṛj	parisfj	sṛj	sfj	parse	6P,6Ā	Y	pari							prefix+root	pari+sfj	pari-√ sfj ¦ Caus. -sarjayati, to avoid, MBh.
119042	parisṛp	parisfp	sṛp	sfp	parse	1P	Y	pari							prefix+root	pari+sfp	pari-√ sfp ¦ P. Ā. -sarpati, ˚te (ind.p. -sa/rpam), to move round about or to and fro, hover, RV.; ŚBr.; MBh. &c.; to cr
119055	pariskand	pariskand	skand	skand	parse	1P,1Ā	Y	pari							prefix+root	pari+skand	pari-√ skand ¦ See pari-zkand.
119056	pariskhal	parisKal	skhal	sKal	parse	1P	Y	pari							prefix+root	pari+sKal	pari-√ sKal ¦ P. -sKalati, to reel, stagger, Kathās.
119058	paristṛ	paristf	stṛ	stf	parse	5,9P,9Ā,5P,5Ā	Y	pari							prefix+root	pari+stf	pari-√ stf ¦ P. Ā. -stfRoti, ˚Rute, or -stfRAti, ˚RIte (perf. 3. pl. -tastaruH, Bhaṭṭ., -tastarire, Śiś.; ind.p. -stIrya
119069	paristhā	parisTA	sthā	sTA	parse	1P,1Ā	Y	pari							prefix+root	pari+sTA	pari-√ sTA ¦ pari-sTAna. See parizWA.
119070	parispand	parispand	spand	spand	parse	1Ā	Y	pari							prefix+root	pari+spand	pari-√ spand ¦ Ā. -spandate (or ˚ti), to tremble, throb, quiver, MBh.; R.
119080	parispṛś	parispfS	spṛś	spfS	parse	6P	Y	pari							prefix+root	pari+spfS	pari-√ spfS ¦ P. -spfSati (pf. 3. pl. -paspfSire), to touch, stroke, MBh.; R.; to pursue, practise, HPariś.
119083	parisphar	parisPar	sphar	sPar	parse	6P	Y	pari							prefix+root	pari+sPar	pari-√ sPar ¦ Caus. -sPArayati, to spread, divulge, L.
119085	parisphuṭ	parisPuw	sphuṭ	sPuw	parse	6P,1P,1Ā	Y	pari							prefix+root	pari+sPuw	pari-√ sPuw ¦ P. -sPuwati, or -sPowati, to burst open, Suśr.
119089	parisphur	parisPur	sphur	sPur	parse	6P	Y	pari							prefix+root	pari+sPur	pari-√ sPur ¦ P. -sPurati, to throb, quiver, vibrate, Kāv.; to glitter, gleam, BhP.; to burst forth, appear, Kull.
119104	parisru	parisru	sru	sru	parse	1P	Y	pari							prefix+root	pari+sru	pari-√ sru ¦ P. -sravati, to flow round or off, stream, trickle, RV. &c. &c.;  (with acc.) cause to flow, RV.; Hariv.; t
119121	parisvid	parisvid	svid	svid	parse	1Ā,1P	Y	pari							prefix+root	pari+svid	pari-√ svid ¦ Caus. -svedayati, to cause to sweat (by applying sudorifics), Suśr.
119122	parihan	parihan	han	han	parse	2P,2Ā,1	Y	pari							prefix+root	pari+han	pari-√ han ¦ P. -hanti, to wind round, Kāṭh.; ŚāṅkhŚr.; to extinguish (fire), ŚBr.;  Pass. -hanyate, to be changed or al
119129	parihas	parihas	has	has	parse	1P	Y	pari							prefix+root	pari+has	pari-√ has ¦ P. -hasati (Pass. aor. pary-ahAsi), to laugh, jest or joke with (acc.), laugh at, ridicule, deride, MBh.; K
119144	parihā	parihA	hā	hA	parse	3Ā	Y	pari							prefix+root	pari+hA	pari-√ 3. hA ¦ P. -jahAti, (ind.p. -hAya; inf. -hAtum), to leave, abandon, quit, R.; BhP.; to omit, neglect, disregard,
119154	parihāra	parihAra	hṛ	hf	fr-root	1P,1Ā	Y								root-attribution		pari-hAra ¦ &c. See pari-√ hf.
119155	parihi	parihi	hi	hi	parse	5P,5Ā	Y	pari							prefix+root	pari+hi	pari-√ hi ¦ P. -hino/ti, to send or forward to (dat.), RV. vii, 104, 6.
119157	parihiṇḍ	parihiRq	hiṇḍ	hiRq	parse	1Ā	Y	pari							prefix+root	pari+hiRq	pari-√ hiRq ¦ Ā. -hiRqate, to fly about, Daś.
119159	parihṛ	parihf	hṛ	hf	parse	1P,1Ā	Y	pari							prefix+root	pari+hf	pari-√ hf ¦ P. Ā. -harati, ˚te (fut. -harizyati, MBh.; aor. 3. pl. -ahfzata, RV.; ind.p. -hftya, R.; Var.; -hA/ram, Br.)
119195	parihṛṣ	parihfz	hṛṣ	hfz	parse	1P,1Ā,4P	Y	pari							prefix+root	pari+hfz	pari-√ hfz ¦ Caus. -harzayati, to delight greatly, cause to rejoice, MBh.; Hariv.
119232	parīdhyai	parIDyE	dhyai	DyE	parse	1P,2	Y								stem+root (denominal/cmpd)	parI+DyE	parI—√ DyE ¦ (only pf. -daDyO), to meditate, ponder, R.
119269	parī	parI	i	i	parse	2P,2Ā	Y	pari							prefix+root	pari+i	2. parI ¦ (pari-√ i) P. pary-eti (Impv. parIhi, MBh.; Pot. pa/rIyAm, TS.; impf. paryEt, ŚBr.; pf. pa/rIyAya, TS.; fut. p
119328	parīkṣ	parIkz	īkṣ	Ikz	parse	1Ā	Y	pari							prefix+root	pari+Ikz	parIkz ¦ (pari-√ Ikz) Ā. parIkzate (pr. p. parIkzat, MBh.; imp. pary-Ekzat [Sāy. -EcCat] ŚBr.), to look round, inspect c
119360	parīś	parIS	īś	IS	parse	2Ā	Y	pari							prefix+root	pari+IS	parIS ¦ (pari-√ IS) Ā. parIzwe, to be able to (inf.), KāśīKh.
119361	parīṣ	parIz	iṣ	iz	parse	1P,1Ā,4P,4Ā	Y	pari							prefix+root	pari+iz	parIz ¦ (pari- √ 3. iz) P. pary-ezati (aor. pary-Ezizat), to seek or search about for, ChUp.; MBh.;  (Ā.), SaddhP. : Cau
119414	paruṣībhū	paruzIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	paruzI+BU	paruzI—√ BU ¦ to be soiled or dirty, Śak. vii, 17 (v.l.)
119427	pare	pare	i	i	parse	2P,2Ā	Y	parā							prefix+root	parA+i	2. pare ¦ (parA-√ i; for 1. See p. 589, col. 1) P. parEti (Impv. 2. 3. sg. pa/rehi, parEtu; pr. p. parA-ya/t; ind.p. par
119438	parekṣ	parekz	īkṣ	Ikz	parse	1Ā	Y	parā							prefix+root	parA+Ikz	parekz ¦ = parA-√ Ikz (Pot. pa/rekzeta; ind.p. parekzya), to look at (anything at one's side), TS.; ŚBr.
119481	parṇa	parRa	pṝ	pF	fr-root	9P,6P,3P,3Ā	Y								root-attribution		parRa ¦ [According to Uṇ. iv, 6 fr. √ pF. but more probably fr. a √ pf, orig. spf; cf. Lith. sparna; HGerm. varn, Farn;
119617	paryagnikṛ	paryagnikf	agni	agni	parse		?								stem+root (denominal/cmpd)	pary+agni+kf	pary-agni—√ kf ¦ (ind.p. -kftvA, or -kftya), to carry f˚ round (acc.), Br.; Āpast.
119621	paryaṅkh	paryaNK	aṅkh	aNK	parse	10P	Y	pari							prefix+root	pari+aNK	pary-√ aNK ¦ (only 3. sg. Subj. Ā. pary-aNKa/yAte), to clasp or encircle round, RV. x, 16, 7.
119623	paryañc	paryaYc	añc	aYc	parse	1P,1Ā,10P,10Ā	Y	pari							prefix+root	pari+aYc	pary-√ aYc ¦ (only 1. sg. pr. P. pa/ryacAmi), to turn about or round, revolve, RV. x, 119, 5.
119636	paryaṭ	paryaw	aṭ	aw	parse	1P,1Ā	Y	pari							prefix+root	pari+aw	pary-√ aw ¦ P. Ā. pary-awati, ˚te (Impv. pary-awasva; fut. pary-awizyati), to roam or wander about, travel over (acc. or
119643	paryan	paryan	an	an	parse	2P	Y	pari an							compound	pari+an	pary-√ an ¦ P. pary-aniti, Pāṇ. viii, 4, 20, Vārtt. 1, Pat.
119645	paryanuyuj	paryanuyuj	yuj	yuj	parse	7P,7Ā	Y	pari anu							prefix+root	pari+anu+yuj	pary-anu-√ yuj ¦ (ind.p. -yujya, Naiṣ.), to ply with questions.
119667	paryantīkṛ	paryantIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	paryantI+kf	paryantI-√ kf ¦ to finish
119670	paryanviṣ	paryanviz	iṣ	iz	parse	1P,1Ā,4P,4Ā	Y	pari anu							prefix+root	pari+anu+iz	pary-anv-√ 3. iz ¦ P. -icCati, to seek for, search after, MBh.
119673	paryavakṝ	paryavakF	kṝ	kF	parse	6P,6Ā	Y	pari ava							prefix+root	pari+ava+kF	pary-ava-√ kF ¦ P. -kirati, to scatter round or about, shed over, MBh.
119674	paryavacchid	paryavacCid	chid	Cid	parse	7,9Ā	Y	pari ava							prefix+root	pari+ava+Cid	pary-avacCid ¦ (-ava-√ Cid) P. -cCinatti (-cCinadAni), to cut off on both sides or all round, AitBr.
119680	paryavado	paryavado	do	do	parse	2,4P,4Ā	Y	pari ava							prefix+root	pari+ava+do	pary-ava-√ do ¦ P. -dyati, to cut off or slice all round, TS.
119685	paryavanud	paryavanud	nud	nud	parse	6P,6Ā	Y	pari ava							prefix+root	pari+ava+nud	pary-ava-√ nud ¦ P. -nudati, to push towards (acc.), TāṇḍBr.
119690	paryavaśiṣ	paryavaSiz	śiṣ	Siz	parse	1P	Y	pari ava							prefix+root	pari+ava+Siz	pary-ava-√ Siz ¦ (only Pot. -Sizyet), to border, circumscribe, Vait.
119694	paryavaṣṭambh	paryavazwamB	stambh	stamB	parse	5,9P,1Ā	Y	pari ava							prefix+root	pari+ava+stamB	pary-ava-zwamB ¦ (√ stamB; Pass. -zwaByate ind.p. -zwaBya), to surround, invest, Kāv.
119697	paryavasṛp	paryavasfp	sṛp	sfp	parse	1P	Y	pari ava							prefix+root	pari+ava+sfp	pary-ava-√ sfp ¦ P. -sarpati, to creep up to, approach in a creeping manner, ŚāṅkhBr.
119698	paryavaso	paryavaso	so	so	parse	4P	Y	pari ava							prefix+root	pari+ava+so	pary-ava-√ so ¦ P. -syati, to result or end in, amount to (loc. or acc. with prati), Kāv.; Sāh.; to finish, complete, co
119707	paryavasthā	paryavasTA	sthā	sTA	parse	1P,1Ā	Y	pari ava							prefix+root	pari+ava+sTA	pary-ava-√ sTA ¦ Ā. -tizWate, to become firm or steady, Bhag.; to fill, pervade (acc.), MBh. : Caus. -sTApayati, to comf
119715	paryavāp	paryavAp	āp	Ap	parse	5P,5Ā	Y	pari ava							prefix+root	pari+ava+Ap	pary-avAp ¦ (-ava-√ Ap) P. -avApnoti, to study, Divyāv.
119716	paryave	paryave	i	i	parse	2P,2Ā	Y	pari ava							prefix+root	pari+ava+i	pary-ave ¦ (ava-√ i) P. -avEti (Pot. -aveyAt), to turn round, turn in the right direction, AitBr.; to pass, elapse, ŚBr.
119718	paryavekṣ	paryavekz	īkṣ	Ikz	parse	1Ā	Y	pari ava							prefix+root	pari+ava+Ikz	pary-avekz ¦ (ava-√ Ikz) Ā. -avekzate, to regard from every side, MBh. ; to look down upon, KauṣUp.
119719	paryaś	paryaS	aś	aS	parse	0Ā,0P	Y	pari							prefix+root	pari+aS	pary-√ 1. aS ¦ P. -aSnoti, (Pot. -aSyAt), to arrive at, reach, attain, RV.
119720	paryaś	paryaS	aś	aS	parse	0Ā,0P	Y	pari							prefix+root	pari+aS	pary-√ 2. aS ¦ P. -aSnAti, to eat before another (acc.), to pass over a person at a meal (instr.), MBh.
119722	paryas	paryas	as	as	parse	2P,2Ā	Y	pari							prefix+root	pari+as	pary-√ 1. as ¦ P. pary-asti, (3. du. pa/ri-zwaH; 2. pl. pa/ri-zWa; pf. pa/ry-Asa), to be in the way of (acc.), RV.; to
119723	paryas	paryas	as	as	parse	2P,2Ā	Y	pari							prefix+root	pari+as	pary-√ 2. as ¦ P. Ā. pary-asyati, ˚te, to throw or cast or place round, AV.; AitBr.; to spread round, diffuse, Kir.; to
119752	paryākulīkṛ	paryAkulIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pary+AkulI+kf	pary-AkulI-√ kf ¦ id., ib. (v.l.)
119753	paryākulībhū	paryAkulIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pary+AkulI+BU	pary-AkulI-√ BU ¦ to be confused or bewildered, R.
119754	paryākṛ	paryAkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	pari ā							prefix+root	pari+A+kf	pary-A-√ kf ¦ (only Pass. p. -kriyamARa and -kfta), to turn round, AV. : Desid. (p. pary-A-cikIrzat) to wish to turn rou
119755	paryākṣip	paryAkzip	kṣip	kzip	parse	6P,6Ā,4P,4Ā	Y	pari ā							prefix+root	pari+A+kzip	pary-A-√ kzip ¦ P. -kzipati, to wind round, bind with (instr.), Kum.
119757	paryāgam	paryAgam	gam	gam	parse	1P,2P,3P,1Ā	Y	pari ā							prefix+root	pari+A+gam	pary-A-√ gam ¦ P. -gacCati, to go round, elapse, last, live, MBh.
119763	paryāgal	paryAgal	gal	gal	parse	1P,1Ā	Y	pari ā							prefix+root	pari+A+gal	pary-A-√ gal ¦ P. -galati, to drop or trickle down on every side, Bhaṭṭ.
119764	paryāgā	paryAgA	gā	gA	parse	3P,3Ā,2P,2Ā	Y	pari ā							prefix+root	pari+A+gA	pary-A-√ gA ¦ (only aor. -AgAt, 3. pl. -A/gur), to pursue, be intent upon (acc.), RV. i, 88, 4; to perform a revolution,
119765	paryācar	paryAcar	car	car	parse	1Ā,1P	Y	pari ā							prefix+root	pari+A+car	pary-A-√ car ¦ P. -ca/rati, to come near, approach, RV.; AV.
119773	paryāṇah	paryARah	nah	nah	parse	4P,4Ā	Y	pari ā							prefix+root	pari+A+nah	pary-A-Rah ¦ (√ nah) P. -Rahyati to cover up, cover, ŚBr.
119776	paryāṇī	paryARI	nī	nI	parse	1P,1Ā	Y	pari ā							prefix+root	pari+A+nI	pary-A-RI ¦ (√ nI) P. -Rayati (but Impv. pary-Anayata, MBh. i, 5446), to lead round, ŚBr.; GṛS.; MBh.; to lead or bring
119777	paryātan	paryAtan	tan	tan	parse	1,10	Y	pari ā							prefix+root	pari+A+tan	pary-A-√ tan ¦ P. -tanoti, to spread round, encompass, surround, ŚBr.
119778	paryādā	paryAdA	dā	dA	parse	3Ā,1Ā	Y	pari ā							prefix+root	pari+A+dA	pary-A-√ dA ¦ Ā. -datte (Pot. -dadIta ind.p. -dAya), to make one's own, take away from (abl.), RV.; Br.; to take off (an
119780	paryādru	paryAdru	dru	dru	parse	5P	Y	pari ā							prefix+root	pari+A+dru	pary-A-√ dru ¦ P. -dravati, to run to and fro, BhP.
119781	paryādhā	paryADA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	pari ā							prefix+root	pari+A+DA	pary-A-√ DA ¦ P. -daDAti (Impv. 2. pl. -Datta), to lay round, surround (with fire), AV.
119785	paryāp	paryAp	āp	Ap	parse	5P,5Ā	Y	pari							prefix+root	pari+Ap	pary-√ Ap ¦ P. -Apnoti (Impv. -Apnuhi; pf. -Apa), to reach, obtain, attain, gain, RV.; TS.; ŚBr.; to make an end of, be
119809	paryāpat	paryApat	pat	pat	parse	4Ā	Y	pari ā							prefix+root	pari+A+pat	pary-A-√ pat ¦ P. -patati (pf. 3. pl. -petuH), to hasten forth, hurry or run away, MBh.; R.
119810	paryāplu	paryAplu	plu	plu	parse	1Ā,1P	Y	pari ā							prefix+root	pari+A+plu	pary-A-√ plu ¦ Caus. -plAvayati, to make float round, TBr.
119813	paryābhū	paryABU	bhū	BU	parse	1P,1Ā	Y	pari ā							prefix+root	pari+A+BU	pary-A-√ BU ¦ (only aor. pary-ABUt), to turn upside down (intrans.), ŚBr.
119814	paryābhṛ	paryABf	bhṛ	Bf	parse	1P,1Ā,3P,3Ā,2P,2Ā	Y	pari ā							prefix+root	pari+A+Bf	pary-A-√ Bf ¦ P. -Barati, to carry near, fetch from (abl.), RV.
119816	paryāmuc	paryAmuc	muc	muc	parse	1Ā	Y	pari ā							prefix+root	pari+A+muc	pary-A-√ muc ¦ P. -muYcati, to make loose or take off on all sides, Sāṃkhyak., Sch.
119817	paryāmṛś	paryAmfS	mṛś	mfS	parse	6P,6Ā	Y	pari ā							prefix+root	pari+A+mfS	pary-A-√ mfS ¦ P. -mfSati, to subdue, conquer, overpower, MW.
119820	paryāyā	paryAyA	yā	yA	parse	2P	Y	pari ā							prefix+root	pari+A+yA	pary-A-√ yA ¦ (only Impv. -yAhi, -yAtam), to approach from (abl.), come near, RV.
119822	paryāruh	paryAruh	ruh	ruh	parse	1P	Y	pari ā							prefix+root	pari+A+ruh	pary-A-√ ruh ¦ P. -ro/hati, to rise from (abl.), RV.
119824	paryāloc	paryAloc	loc	loc	parse	1Ā,10P	Y	pari ā							prefix+root	pari+A+loc	pary-A-√ loc ¦ Caus. -locayati (ind.p. -locya), to look after, attend to, consider, ponder, Subh.; Vet.
