L_id	headword	headword_slp1	root	root_slp1	root_via	root_class	root_canonical	prefixes	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	deriv_type	parse	context
3221	atiśaṅk	atiSaNk	śaṅk	SaNk	parse	1Ā,1P	Y	ati							prefix+root	ati+SaNk	ati-√ SaNk ¦ to suspect strongly, Lāṭy.; to suspect falsely; to be concerned about.
3225	atiśi	atiSi	śi	Si	parse	3P,5P,5Ā	Y	ati							prefix+root	ati+Si	ati-√ Si ¦ cl. 3. Ā. -si/SIte, to sharpen up (a weapon) for attacking, RV. i, 36, 16.
3226	atiśiṣ	atiSiz	śiṣ	Siz	parse	1P	Y	ati							prefix+root	ati+Siz	ati-√ Siz ¦ to leave remaining. Pass. -Sizyate, to remain.
3229	atiśī	atiSI	śī	SI	parse	2Ā,1	Y	ati							prefix+root	ati+SI	1. ati-√ 1. SI ¦ -Sete, to precede in lying down, MBh.; to surpass, excel; to act as an incubus, annoy, L. : Pass. -Sayy
3248	atiśī	atiSI	śī	SI	parse	2Ā,1	Y	ati							prefix+root	ati+SI	2. ati-√ 3. SI ¦ to fall or drop beyond, Kāṭh.; to get out from (acc.), leave, ChUp.
3250	atiśīlaya	atiSIlaya	śīlaya	SIlaya	parse		Y	ati							prefix+root	ati+SIlaya	ati-SIlaya ¦ Nom. P. ˚yati, to practise or use excessively.
3251	atiśubh	atiSuB	śubh	SuB	parse	1Ā,6P,6Ā	Y	ati							prefix+root	ati+SuB	ati-√ SuB ¦ to be brilliant, to please: Caus. -SoBayati, to make brilliant, adorn.
3255	atiśliṣ	atiSliz	śliṣ	Sliz	parse	1P	Y	ati							prefix+root	ati+Sliz	ati-√ Sliz ¦ to fasten or tie over.
3260	atiṣkand	atizkand	skand	skand	parse	1P,1Ā	Y	ati							prefix+root	ati+skand	ati-zkand ¦ (√ skand) to cover (said of a bull), RV. v, 52, 3; to leap or jump over, Ved. Inf. (dat.) ati-zka/de, RV. vi
3263	atiṣṭu	atizwu	stu	stu	parse	2P,2Ā	Y	ati							prefix+root	ati+stu	ati-zwu ¦ (√ stu) to go on too far in reciting hymns of praise, PBr.; Lāṭy.
3265	atiṣṭhā	atizWA	sthā	sTA	parse	1P,1Ā	Y	ati							prefix+root	ati+sTA	1. ati-zWA ¦ (√ sTA) to be at the head of, govern, RV.; AV.; to jut over or out, TBr.
3268	atisaṃdhā	atisaMDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	ati sam							prefix+root	ati+sam+DA	ati-saM-√ DA ¦ to overreach, deceive, Śāk.; to wrong or injure, VarBṛ.
3277	atisṛ	atisf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	ati							prefix+root	ati+sf	ati-√ sf ¦ Caus. to cause to pass through: Pass. -sAryate; to be purged, Suśr.
3285	atisṛj	atisfj	sṛj	sfj	parse	6P,6Ā	Y	ati							prefix+root	ati+sfj	ati-√ sfj ¦ to glide over or along, RV.; to send away dismiss, abandon; to leave as a remnant, to remit, forgive; to giv
3296	atisṛp	atisfp	sṛp	sfp	parse	1P	Y	ati							prefix+root	ati+sfp	ati-√ sfp ¦ to glide or creep over, get over, RV. &c.
3298	atisev	atisev	sev	sev	parse	1Ā	Y	ati							prefix+root	ati+sev	ati-√ sev ¦ to use or enjoy immoderately, to practise excessively;  cf. ati-sevA s.v. ati.
3302	atisraṃs	atisraMs	sraṃs	sraMs	parse	1Ā	Y	ati							prefix+root	ati+sraMs	ati-√ sraMs ¦ to drop or turn away from, to escape, RV. vi, 11, 6.
3303	atisru	atisru	sru	sru	parse	1P	Y	ati							prefix+root	ati+sru	ati-√ sru ¦ to flow over or flow excessively.
3306	atisvṛ	atisvf	svṛ	svf	parse	1P	Y	ati							prefix+root	ati+svf	ati-√ svf ¦ to hold or sustain a note, PBr.; ChUp.
3308	atihan	atihan	han	han	parse	2P,2Ā,1	Y	ati							prefix+root	ati+han	ati-√ han ¦ Desid. -jiGAMsati (for -jiGAsati fr. √ 2. hA?), to try to escape, AitBr.
3312	atihā	atihA	hā	hA	parse	3Ā	Y	ati							prefix+root	ati+hA	ati-√ 2. hA ¦ to jump over, RV. &c.; to pass jumping from one place to another.
3314	atihṛ	atihf	hṛ	hf	parse	1P,1Ā	Y	ati							prefix+root	ati+hf	ati-√ hf ¦ to hold over; to reach over; to cause to jut over; to add.
3315	atihve	atihve	hve	hve	parse	1P,1Ā	Y	ati							prefix+root	ati+hve	ati-√ hve ¦ (1. sg. Ā. -hvaye), to call over to one's side, TBr.
3316	atī	atI	i	i	parse	2P,2Ā	Y	ati							prefix+root	ati+i	atI ¦ (√ i) cl. 2. P. aty-eti, -etum, to pass by, elapse, pass over, overflow; to pass on; to get over;  (Ved. Inf. a/ty
3335	atīreka	atIreka	ric	ric	fr-root	7P,7Ā,1P,4Ā,10	Y								root-attribution		atI-reka/ ¦ See ati-√ ric.
3339	atīṣ	atIz	īṣ	Iz	parse	1Ā,1P	Y	ati							prefix+root	ati+Iz	atIz ¦ (√ Iz) to pass by (acc.), MaitrS.
3340	atīsāra	atIsAra	sṛ	sf	fr-root	1,3P,3Ā,10P,10Ā	Y								root-attribution		atI-sAra ¦ See and ati-√ sf.
3389	attrīṇi	attrIRi	ad	ad	fr-root	2P	Y								root-attribution		attrIRi ¦ m. or f. (said to be fr. √ ad) a kind of worm, L.
3402	atyatikram	atyatikram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	ati ati							prefix+root	ati+ati+kram	aty-ati-√ kram ¦ to approach for sexual intercourse, MBh.
3403	atyatiric	atyatiric	ric	ric	parse	7P,7Ā,1P,4Ā,10	Y	ati ati							prefix+root	ati+ati+ric	aty-ati-√ ric ¦ Pass. -ricyate, to surpass exceedingly.
3406	atyanusṛ	atyanusf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	ati anu							prefix+root	ati+anu+sf	aty-anu-√ sf ¦ Caus. -sArayati to pursue excessively, MBh.
3436	atyaya	atyaya	i	i	fr-root	2P,2Ā	Y								root-attribution		aty-aya ¦ m. (fr. √ i with ati See atI), passing, lapse, passage
3448	atyard	atyard	ard	ard	parse	6P,1P,7	Y	ati							prefix+root	ati+ard	aty-√ ard ¦ to press hard, distress greatly, Bhaṭṭ.
3449	atyarh	atyarh	arh	arh	parse	1P,1Ā	Y	ati							prefix+root	ati+arh	aty-√ arh ¦ (Subj. -arhAt), to excel in worth, RV. ii, 23, 15.
3450	atyavasṛj	atyavasfj	sṛj	sfj	parse	6P,6Ā	Y	ati ava							prefix+root	ati+ava+sfj	aty-ava-√ sfj ¦ to let loose, let go.
3452	atyaś	atyaS	aś	aS	parse	0Ā,0P	Y	ati							prefix+root	ati+aS	aty-√ 2. aS ¦ to precede in eating, ŚBr.; MBh.; to eat too much, Bhag.
3456	atyas	atyas	as	as	parse	2P,2Ā	Y	ati							prefix+root	ati+as	1. aty-√ 1. as ¦ (Imper. -astu) to excel, surpass, RV. vii, 1, 14; AV.
3457	atyas	atyas	as	as	parse	2P,2Ā	Y	ati							prefix+root	ati+as	2. aty-√ 2. as ¦ to shoot beyond, overwhelm, overpower (as with arrows).
3463	atyākram	atyAkram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	ati ā							prefix+root	ati+A+kram	aty-A-√ kram ¦ (ind.p. -kra/mya) to walk past, TS.; ŚBr.
3467	atyādṛ	atyAdf	dṛ	df	parse	6Ā	Y	ati ā							prefix+root	ati+A+df	aty-A-√ df ¦ to take great care of, be anxious about.
3468	atyādham	atyADam	dham	Dam	parse	1P,1Ā	Y	ati ā							prefix+root	ati+A+Dam	aty-A-√ Dam ¦ -Damati, to breathe violently, Suśr.
3469	atyādhā	atyADA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	ati ā							prefix+root	ati+A+DA	aty-A-√ DA ¦ to place in a higher rank, ŚBr.
3475	atyāyat	atyAyat	yat	yat	parse	1Ā,1P,10Ā,10P	Y	ati ā							prefix+root	ati+A+yat	aty-A-√ yat ¦ Ā. to make extraordinary efforts for (loc.), Daś.
3476	atyāyā	atyAyA	yā	yA	parse	2P	Y	ati ā							prefix+root	ati+A+yA	aty-A-√ yA ¦ to pass by, RV.
3480	atyāsad	atyAsad	sad	sad	parse	1,6P	Y	ati ā							prefix+root	ati+A+sad	aty-A-√ sad ¦ Caus. ind.p. -sAdya, passing through.
3482	atyāsṛ	atyAsf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	ati ā							prefix+root	ati+A+sf	aty-A-√ sf ¦ to run near, Kauś.
3485	atyukṣ	atyukz	ukṣ	ukz	parse	1P,1Ā	Y	ati							prefix+root	ati+ukz	aty-√ 2. ukz ¦ (perf. 2. sg. -vavakziTa) to surpass, RV.
3486	atyutkram	atyutkram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	ati ud							prefix+root	ati+ud+kram	aty-ut-√ kram ¦ to surpass, excel.
3487	atyuddhā	atyudDA	hā	hA	parse	3Ā	Y	ati ud							prefix+root	ati+ud+hA	aty-ud-DA ¦ (√ 2. hA), to surpass, ŚBr. xiv.
3489	atyupayaj	atyupayaj	yaj	yaj	parse	1P,1Ā	Y	ati upa							prefix+root	ati+upa+yaj	aty-upa-√ yaj ¦ to continue offering sacrifices, ŚBr.
3490	atyuh	atyuh	uh	uh	parse	1P	Y	ati							prefix+root	ati+uh	aty-√ uh ¦ See aty- √ 1. Uh.
3493	atyūh	atyUh	ūh	Uh	parse	1P,1Ā	Y	ati							prefix+root	ati+Uh	1. aty-√ 1. Uh ¦ to convey across. Spelt aty-uh in some forms, possibly belonging to √ vah.
3494	atyūh	atyUh	ūh	Uh	parse	1P,1Ā	Y	ati							prefix+root	ati+Uh	2. aty-√ 2. Uh ¦ Uh, -ohate, to contemn, RV. viii, 69, 14.
3498	atyṛj	atyfj	ṛj	fj	parse	1P,1Ā	Y	ati							prefix+root	ati+fj	aty-√ fj ¦ to convey across (towards an object), admit to, AitBr.
3499	atyeṣ	atyez	eṣ	ez	parse	1P,1Ā	Y	ati							prefix+root	ati+ez	aty-√ ez ¦ (Subj. 2. sg. -ezas) to glide over, AV. ix, 5, 9.
3506	atra	atra	ad	ad	fr-root	2P	Y								root-attribution		3. atra/ ¦ m. (for at-tra, fr. √ ad), a devourer, demon, RV.; AV., a Rākṣasa.
3508	atri	atri	ad	ad	fr-root	2P	Y								root-attribution		a/tri ¦ m. (for at-tri, fr. √ ad), a devourer, RV. ii, 8, 5
3543	athari	aTari	at	at	fr-root	1P,1Ā	Y								root-attribution		aTari/, is or aTarI/, ¦ f. (said to be fr. √ at, to go, or fr. an obsolete √ aT), flame [Gmn.; ‘the point of an arrow or
3647	adarśanībhū	adarSanIBU	bhū	BU	fr-root	1P,1Ā	Y								root-attribution		a-darSanI-√ BU ¦ to become invisible, Pañcat.
3699	aditsat	aditsat	dā	dA	fr-root	3Ā,1Ā	Y								root-attribution		a/-ditsat [RV. vi, 53, 3, &c.] or a-ditsu ¦ mfn. (Desid. fr. √ 1. dA), not inclined to give.
4153	adhikṛ	aDikf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	adhi							prefix+root	aDi+kf	aDi-√ 1. kf ¦ to place at the head, appoint; to aim at, regard; to refer or allude to; to superintend, be at the head of
4153	adhikṛ	aDikf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	adhi							prefix+root	aDi+kf	¦ Ā. -kurute, (also) to define, Bcar. xii, 36.
4209	adhikram	aDikram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	adhi							prefix+root	aDi+kram	aDi-√ kram ¦ to ascend, mount up to.
4212	adhikrīḍ	aDikrIq	krīḍ	krIq	parse	1P,1Ā	Y	adhi							prefix+root	aDi+krIq	aDi-√ krIq ¦ to play or dance over (acc.), MaitrS.; TBr.
4213	adhikṣi	aDikzi	kṣi	kzi	parse	1P	Y	adhi							prefix+root	aDi+kzi	aDi-√ 1. kzi ¦ (3. du. -kzita/H; 3. pl. -kziya/nti) to be settled in or over, be extended over or along (acc. or loc.),
4215	adhikṣip	aDikzip	kṣip	kzip	parse	6P,6Ā,4P,4Ā	Y	adhi							prefix+root	aDi+kzip	aDi-√ kzip ¦ to throw upon; to bespatter; to insult, scold; to superinduce (disease).
4221	adhigaṇ	aDigaR	gaṇ	gaR	parse	10P,10Ā	Y	adhi							prefix+root	aDi+gaR	aDi-√ gaR ¦ to enumerate, to value highly, BhP.
4222	adhigam	aDigam	gam	gam	parse	1P,2P,3P,1Ā	Y	adhi							prefix+root	aDi+gam	aDi-√ gam ¦ to go up to, approach, overtake;  to approach for sexual intercourse;  to fall in with;  to meet, find, disc
4238	adhigā	aDigA	gā	gA	parse	3P,3Ā,2P,2Ā	Y	adhi							prefix+root	aDi+gA	aDi-√ 1. gA ¦ P. to obtain;  P. (aor. Subj. 2. pl. -gAta, or -gAtana) to remember, notice, RV. & AV.;  P. or generally Ā
4244	adhicar	aDicar	car	car	parse	1Ā,1P	Y	adhi							prefix+root	aDi+car	aDi-√ car ¦ to walk or move on or over, RV. vii, 88, 3, &c., to be superior to (acc.), AitĀr.
4246	adhici	aDici	ci	ci	parse	5Ā,5P	Y	adhi							prefix+root	aDi+ci	aDi-√ 1. ci ¦ to pile upon, AV.; ŚBr.
4247	adhijan	aDijan	jan	jan	parse	1,10Ā,10P,3Ā,10,4,2Ā,1Ā	Y	adhi							prefix+root	aDi+jan	aDi-√ jan ¦ to be born.
4249	adhijāgṛ	aDijAgf	jāgṛ	jAgf	fr-root	2,1Ā	Y								root-attribution		aDi-√ jAgf ¦ (only -jAgarat), to watch over (loc.), Hir.
4251	adhiji	aDiji	ji	ji	parse	1Ā,9Ā	Y	adhi							prefix+root	aDi+ji	aDi-√ ji ¦ (Subj. 2. sg. -jayAsi) to win in addition, RV. vi, 35, 2. (Prec. 1. pl. -jIyAsma), to overcome, Bhaṭṭ.
4251	adhijigāṃsu	aDijigAMsu	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		aDi-jigAMsu ¦ mfn. (fr. Desid. of aDi-√ gam) wishing to learn, HPariś.
4261	adhidiś	aDidiS	diś	diS	parse	3P,6	Y	adhi							prefix+root	aDi+diS	aDi-√ diS ¦ (aor. Subj. Ā. 3. sg. -didizwa) to bestow, RV. x, 93, 15.
4269	adhidru	aDidru	dru	dru	parse	5P	Y	adhi							prefix+root	aDi+dru	aDi-√ 2. dru ¦ to cover (said of a bull), ŚBr. : Caus. -drAvayati, to cause to cover, ŚBr.
4270	adhidhā	aDiDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	adhi							prefix+root	aDi+DA	aDi-√ DA ¦ (Pass. 3. sg. -DAyi, RV.) Ved. to place upon; to give, share between (dat. or loc.), RV.;  Ā. (aor. -aDita; p
4271	adhidhṛ	aDiDf	dhṛ	Df	parse	1P,1Ā	Y	adhi							prefix+root	aDi+Df	aDi-√ Df ¦ Caus. P. -DArayati, Ved. to carry over or across.
4272	adhinam	aDinam	nam	nam	parse	1P,1Ā	Y	adhi							prefix+root	aDi+nam	aDi-√ nam ¦ Intens. Ā. -na/mnate, to incline over, RV. i, 140, 6.
4275	adhinidhā	aDiniDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	adhi ni							prefix+root	aDi+ni+DA	aDi-ni-√ DA ¦ Ved. to place upon; to impart, grant.
4277	adhinirmuc	aDinirmuc	muc	muc	parse	1Ā	Y	adhi nir							prefix+root	aDi+nir+muc	aDi-nir-√ muc ¦ Pass. -mucyate, to escape from, PBr.
4278	adhinirhan	aDinirhan	han	han	parse	2P,2Ā,1	Y	adhi nir							prefix+root	aDi+nir+han	aDi-nir-√ han ¦ (perf. 2. sg. -jaGanTa) to destroy, root out from, RV. i, 80, 4.
4279	adhinivas	aDinivas	vas	vas	parse	6P	Y	adhi ni							prefix+root	aDi+ni+vas	aDi-ni-√ 5. vas ¦ to dwell in.
4280	adhinivyadh	aDinivyaD	vyadh	vyaD	parse	4P,4Ā	Y	adhi ni							prefix+root	aDi+ni+vyaD	aDi-ni-√ vyaD ¦ (Imper. 3. du. -viDyatAm) to pierce through, AV. viii, 6, 24.
4281	adhiniṣad	aDinizad	sad	sad	parse	1,6P	Y	adhi ni							prefix+root	aDi+ni+sad	aDi-ni-zad ¦ (√ sad), (perf. 3. pl. -zedu/H) to settle in a place, RV. i, 164, 39.
4282	adhinī	aDinI	nī	nI	parse	1P,1Ā	Y	adhi							prefix+root	aDi+nI	aDi-√ nI ¦ (aor. 2. pl. -nEzwa) to lead away from (abl.), RV. viii, 30, 3, to raise above the ordinary measure, enhance,
4283	adhinṛt	aDinft	nṛt	nft	parse	4P	Y	adhi							prefix+root	aDi+nft	aDi-√ nft ¦ (Imper. -nftyatu) to dance upon (acc.), AV.
4284	adhinyas	aDinyas	as	as	parse	2P,2Ā	Y	adhi ni							prefix+root	aDi+ni+as	aDi-ny-√ 2. as ¦ to throw upon, KapS.
4298	adhipradhāv	aDipraDAv	dhāv	DAv	parse	1P,1Ā	Y	adhi pra							prefix+root	aDi+pra+DAv	aDi-pra-√ 1. DAv ¦ to approach hastily from, TBr.
4300	adhiprasū	aDiprasU	sū	sU	parse	6P,6Ā	Y	adhi pra							prefix+root	aDi+pra+sU	aDi-pra-√ 1. sU ¦ to send away from, Kāṭh.
4301	adhibādh	aDibAD	bādh	bAD	parse	1Ā,1P	Y	adhi							prefix+root	aDi+bAD	aDi-√ bAD ¦ to vex, annoy.
4302	adhibrū	aDibrU	brū	brU	parse	2P,2Ā	Y	adhi							prefix+root	aDi+brU	aDi-√ brU ¦ Ved. to speak in favour of (dat.) or favourably to (dat.), intercede for.
4303	adhibhuj	aDiBuj	bhuj	Buj	parse	6P	Y	adhi							prefix+root	aDi+Buj	aDi-√ 3. Buj ¦ to enjoy.
4311	adhiman	aDiman	man	man	parse	8,4Ā	Y	adhi							prefix+root	aDi+man	aDi-√ man ¦ to esteem highly.
4330	adhiyat	aDiyat	yat	yat	parse	1Ā,1P,10Ā,10P	Y	adhi							prefix+root	aDi+yat	aDi-√ yat ¦ to fasten, RV. i, 64, 4 : Caus. Ā. -yAta/yate, to reach, join, RV. vi, 6, 4.
4331	adhiyam	aDiyam	yam	yam	parse	1P,1Ā	Y	adhi							prefix+root	aDi+yam	aDi-√ yam ¦ (Imper. 2. pl. -yacCata) to erect or stretch out over, RV. i, 85, 11 Ā. (aor. 3. pl. -ayaMsata) to strive up
4332	adhiyā	aDiyA	yā	yA	parse	2P	Y	adhi							prefix+root	aDi+yA	aDi-√ yA ¦ to escape, Bhaṭṭ.
4333	adhiyuj	aDiyuj	yuj	yuj	parse	7P,7Ā	Y	adhi							prefix+root	aDi+yuj	aDi-√ yuj ¦ to put on, load.
4349	adhiruh	aDiruh	ruh	ruh	parse	1P	Y	adhi							prefix+root	aDi+ruh	aDi-√ ruh ¦ cl. 1. P. or poet. Ā. to rise above, ascend, mount: Caus. -ropayati, to raise, place above.
4360	adhiluṭh	aDiluW	luṭh	luW	parse	1P,1Ā,10P	Y	adhi							prefix+root	aDi+luW	aDi-√ luW ¦ (P. -luWati), to leap up and down, spring about, Bālar. x, 54.
4363	adhivac	aDivac	vac	vac	parse	2P,3P,3Ā	Y	adhi							prefix+root	aDi+vac	aDi-√ vac ¦ (aor. Imper. 2. sg. -vocA, 2. du. -vocatam, 2. pl. -vocata) to speak in favour of, advocate, RV.; VS.
4367	adhivad	aDivad	vad	vad	parse	1P,1Ā	Y	adhi							prefix+root	aDi+vad	aDi-√ vad ¦ to speak, pronounce over or at, ŚBr.; TBr.
4369	adhivap	aDivap	vap	vap	parse	1P,1Ā	Y	adhi							prefix+root	aDi+vap	aDi-√ 2. vap ¦ Ā. -vapate, to put on, fasten, RV. i, 92, 4; to scatter, TS.
4370	adhivas	aDivas	vas	vas	parse	6P	Y	adhi							prefix+root	aDi+vas	1. aDi-√ 4. vas ¦ Ā. -vaste, to put on or over (as clothes, &c.), RV. x, 75, 8.
4375	adhivas	aDivas	vas	vas	parse	6P	Y	adhi							prefix+root	aDi+vas	2. aDi-√ 5. vas ¦ to inhabit; to settle or perch upon.
4389	adhivās	aDivAs	vās	vAs	parse	10P	Y	adhi							prefix+root	aDi+vAs	aDi-√ vAs ¦ to scent, perfume.
4398	adhivikram	aDivikram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	adhi vi							prefix+root	aDi+vi+kram	aDi-vi-√ kram ¦ Ā. to come forth on behalf of (dat.), KātyŚr.
4400	adhivid	aDivid	vid	vid	parse	2P	Y	adhi							prefix+root	aDi+vid	aDi-√ 3. vid ¦ cl. 6. P. -vindati, to obtain, to marry in addition to.
4409	adhividhā	aDiviDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	adhi vi							prefix+root	aDi+vi+DA	aDi-vi-√ DA ¦ to distribute or scatter over, ŚBr. &c.
4410	adhiviyat	aDiviyat	yat	yat	parse	1Ā,1P,10Ā,10P	Y	adhi vi							prefix+root	aDi+vi+yat	aDi-vi-√ yat ¦ Caus. -yAtayati, to subjoin, annex, Kāṭh.
4411	adhivirāj	aDivirAj	rāj	rAj	parse	1P,1Ā	Y	adhi vi							prefix+root	aDi+vi+rAj	aDi-vi-√ rAj ¦ to surpass in brightness, RV.
4412	adhiviś	aDiviS	viś	viS	parse	6P,6Ā	Y	adhi							prefix+root	aDi+viS	aDi-√ viS ¦ Caus. -veSayati, to cause to sit down, to place upon
4413	adhivṛj	aDivfj	vṛj	vfj	parse	1,7P,2Ā	Y	adhi							prefix+root	aDi+vfj	aDi-√ vfj ¦ cl. 7. P., -vfRa/kti, to place near or over (the fire), ŚBr.
4414	adhivṛt	aDivft	vṛt	vft	parse	1Ā	Y	adhi							prefix+root	aDi+vft	aDi-√ vft ¦ (Pot. 3. pl. -vavftyuH) to move or pass along or over (loc.), RV. x, 27, 6.; Caus. id., TBr.
4415	adhivṛdh	aDivfD	vṛdh	vfD	parse	1Ā,1P,10	Y	adhi							prefix+root	aDi+vfD	aDi-√ vfD ¦ P. (Subj. -varDat) to refresh, gladden, RV. vi, 38, 3;  Ā. -va/rDate, to prosper through or by (loc.), RV. i
4418	adhivye	aDivye	vye	vye	parse	1P,1Ā	Y	adhi							prefix+root	aDi+vye	aDi-√ vye ¦ to envelop.
4421	adhiśī	aDiSI	śī	SI	parse	2Ā,1	Y	adhi							prefix+root	aDi+SI	aDi-√ SI ¦ to lie down upon, to lie upon, to sleep upon (loc., but generally acc.)
4426	adhiśri	aDiSri	śri	Sri	parse	1P,1Ā	Y	adhi							prefix+root	aDi+Sri	aDi-√ Sri ¦ (Ved. Inf. a/Di-SrayitavE/, ŚBr.) to put in the fire; to spread over, AV.
4434	adhiṣu	aDizu						adhi su							compound	aDi+su	aDi-zu ¦ (√ 3. su), to extract or prepare the Soma juice, RV. ix, 91, 2.
4438	adhiṣkand	aDizkand	skand	skand	parse	1P,1Ā	Y	adhi							prefix+root	aDi+skand	aDi-zkand ¦ (√ skand), (aor. 3. sg. -zka/n) to cover in copulation, RV. x, 61, 7; AV.
4440	adhiṣṭhā	aDizWA	sthā	sTA	parse	1P,1Ā	Y	adhi							prefix+root	aDi+sTA	aDi-zWA ¦ (√ sTA) to stand upon, depend upon; to inhabit, abide; to stand over; to superintend, govern; to step over or
4440	adhiṣṭhā	aDizWA	sthā	sTA	parse	1P,1Ā	Y	adhi							prefix+root	aDi+sTA	¦ (√ sTA; P. -tizWati), to bless (?), Divyāv.
4465	adhiṣvan	aDizvan	svan	svan	parse	1P	Y	adhi							prefix+root	aDi+svan	aDi-zvan ¦ (√ svan) to roar along or over (3. sg. aor. Pass. in the sense of P. aDizva/Ri), RV. ix, 66, 9.
4466	adhisaṃvas	aDisaMvas	vas	vas	parse	6P	Y	adhi sam							prefix+root	aDi+sam+vas	aDi-saM-√ 5. vas ¦ (3. pl. va/sante) to dwell or reside together, TS. (quoted in TBr.)
4467	adhisaṃvṛt	aDisaMvft	vṛt	vft	parse	1Ā	Y	adhi sam							prefix+root	aDi+sam+vft	aDi-saM-√ vft ¦ (impf. sa/m-avar-tatADi) to originate from, RV. x, 129, 4.
4468	adhisaṃdhā	aDisaMDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	adhi sam							prefix+root	aDi+sam+DA	aDi-saM-√ DA ¦ (perf. 3. pl. -daDu/H) to put or join together, RV. iii, 3, 3.
4469	adhisṛp	aDisfp	sṛp	sfp	parse	1P	Y	adhi							prefix+root	aDi+sfp	aDi-√ sfp ¦ to glide along, ŚāṅkhŚr.
4472	adhispardh	aDisparD	spardh	sparD	parse	1Ā,1P	Y	adhi							prefix+root	aDi+sparD	aDi-√ sparD ¦ (3. pl. p. -spa/rDante and perf. -paspfDre) to compete for an aim, strive at (loc.), RV.
4473	adhispṛś	aDispfS	spṛś	spfS	parse	6P	Y	adhi							prefix+root	aDi+spfS	aDi-√ spfS ¦ to touch lightly or slightly, ŚBr. : Caus. (Pot. -sparSa/yet) to cause to reach to, to extend to, TS.
4474	adhisru	aDisru	sru	sru	parse	1P	Y	adhi							prefix+root	aDi+sru	aDi-√ sru ¦ to trickle or drop off, ŚBr.
4477	adhihu	aDihu	hu	hu	parse	3P,3Ā	Y	adhi							prefix+root	aDi+hu	aDi-√ hu ¦ (impf. 3. pl. -a/juhvata) to make an oblation upon or over, RV. i, 51, 5.
4478	adhihṛ	aDihf	hṛ	hf	parse	1P,1Ā	Y	adhi							prefix+root	aDi+hf	aDi-√ hf ¦ to procure, furnish.
4479	adhī	aDI	i	i	parse	2P,2Ā	Y	adhi							prefix+root	aDi+i	aDI ¦ (√ i), aDy-e/ti, or a/Dy-eti (exceptionally aDIyati, RV. x, 32, 3), to turn the mind towards, observe, understand,
4514	adhīkṣ	aDIkz	īkṣ	Ikz	parse	1Ā	Y	adhi							prefix+root	aDi+Ikz	aDIkz ¦ (√ Ikz) to expect.
4536	adhīṣ	aDIz	iṣ	iz	parse	1P,1Ā,4P,4Ā	Y	adhi							prefix+root	aDi+iz	aDIz ¦ (aDi- √ 3. iz, Ā. aDy-ezate), to seek, Divyāv.
4581	adhyapavic	aDyapavic	vic	vic	parse	7P,7Ā,3	Y	adhi apa							prefix+root	aDi+apa+vic	aDy-apa-√ vic ¦ -vina/kti, to put into by singling out from, ŚBr.
4608	adhyavaruh	aDyavaruh	rah	rah	parse	1P,10P	Y	adhi ava							prefix+root	aDi+ava+rah	aDy-ava-√ ruh ¦ to step downwards upon, TBr.
4609	adhyavaso	aDyavaso	so	so	parse	4P	Y	adhi ava							prefix+root	aDi+ava+so	aDy-ava-√ so ¦ cl. 4. P. -syati, to undertake, attempt, accomplish; to determine, consider, ascertain.
4621	adhyavahan	aDyavahan	han	han	parse	2P,2Ā,1	Y	adhi ava							prefix+root	aDi+ava+han	aDy-ava-√ han ¦ to thrash upon, TBr.
4624	adhyas	aDyas	as	as	parse	2P,2Ā	Y	adhi							prefix+root	aDi+as	aDy-√ 2. as ¦ to throw or place over or upon;  (in phil.) to attribute or impute wrongly.
4631	adhyah	aDyah	ah	ah	parse		Y	adhi							prefix+root	aDi+ah	aDy-√ ah ¦ perf. -Aha, to speak on behalf of (dat.), AV. i, 16, 2.
4632	adhyākram	aDyAkram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	adhi ā							prefix+root	aDi+A+kram	aDy-A-√ kram ¦ to attack; to choose, Śāk.
4633	adhyāgam	aDyAgam	gam	gam	parse	1P,2P,3P,1Ā	Y	adhi ā							prefix+root	aDi+A+gam	aDy-A-√ gam ¦ to meet with.
